,task_id,title,project_id,task_father,status,father,project,labels,reworks,lastReworks
13,7334130,UNI_0001 / REXONA CLINICAL / GESTÃO,488595,,en_proceso,,"{'id': 488595, 'name': 'REXONA CLINICAL - SUPERSWEATERS', 'client_id': 66547, 'client': {'id': 66547, 'name': 'UNILEVER', 'client_status_id': 1}}",[],[],[]
14,6573801,COMPENSAÇÃO DE HORAS,443451,,en_proceso,,"{'id': 443451, 'name': 'COMPENSAÇÃO DE HORAS', 'client_id': 58404, 'client': {'id': 58404, 'name': 'DM9', 'client_status_id': 1}}",[],[],[]
15,7283510,NOVA LINHA REFRIS / IDEAÇÃO / ESTRATÉGIA DE MÍDIA,483640,7283504.0,finalizada,"{'id': 7283504, 'title': 'NOVA LINHA REFRIS / IDEAÇÃO / APRESENTAÇÃO LASANHA'}","{'id': 483640, 'name': 'NOVA LINHA REFRIS', 'client_id': 58364, 'client': {'id': 58364, 'name': 'WHIRLPOOL', 'client_status_id': 1}}",[],[],[]
16,6567786,HORAS NÃO ALOCADAS EM CLIENTE ,443452,,en_proceso,,"{'id': 443452, 'name': 'HORAS NÃO ALOCADAS EM CLIENTE', 'client_id': 58404, 'client': {'id': 58404, 'name': 'DM9', 'client_status_id': 1}}",[],[],[]
17,7863504,PROMO SETEMBRO | RELATORIO SEMANAl - 01.10 | BI,502689,7836539.0,en_proceso,"{'id': 7836539, 'title': 'PROMO SETEMBRO | RELATORIO SEMANAl - 01.10'}","{'id': 502689, 'name': 'PROMOÇÕES', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
18,6888941,IF00054_2023_BBB_BI_Report Semanal Agenda Executiva,435228,6888938.0,finalizada,"{'id': 6888938, 'title': 'IF00054_2023_BBB_BI'}","{'id': 435228, 'name': 'BBB 2024 - SOCIAL', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
19,7479683,"GOSTOSO, SABOROSO / DASH E ANÁLISE RESULTADOS",473481,,en_proceso,,"{'id': 473481, 'name': 'GOSTOSO SABOROSO', 'client_id': 58275, 'client': {'id': 58275, 'name': 'VIGOR ALIMENTOS S.A.', 'client_status_id': 1}}",[],"[{'id': 294835383, 'eventlogstable_id': 7479683, 'created_at': '2024-10-03 21:19:29', 'field_change': {'requested_by': 'client', 'description': '<p>...</p>', 'isEdition': False}}]","[{'id': 658721, 'task_log_id': 7479683, 'user_id': 52908, 'contact_id': None, 'date': '2024-10-03T00:00:00.000Z', 'source': 'client', 'description': '<p><span class=""mention user-mention-52938"" id=""mention-item"" data-mention=""@FERNANDA NOVELINE"" data-user-id=""52938"" data-mail=""fernanda.silva@dm9.com.br"">@FERNANDA NOVELINE</span> aqui os ajustes solicitados<br>LIsta de Influs - atualizar o que foi realmente de queijos e entregas mais genéricas Vigor (3 marcas)</p><ul><li>Insight sobre post do Yan - trazer se o aprendizado já foi aplicado para outros conteúdos em setembro e quais foram. Avaliar se foi feito ou haveria oportunidade em cheddar.</li></ul><p>&nbsp;</p><p>entrega até amanhã</p><p>&nbsp;</p><p>tks</p>', 'field_change': {'requested_by': 'client', 'description': '<p><span class=""mention user-mention-52938"" id=""mention-item"" data-mention=""@FERNANDA NOVELINE"" data-user-id=""52938"" data-mail=""fernanda.silva@dm9.com.br"">@FERNANDA NOVELINE</span> aqui os ajustes solicitados<br>LIsta de Influs - atualizar o que foi realmente de queijos e entregas mais genéricas Vigor (3 marcas)</p><ul><li>Insight sobre post do Yan - trazer se o aprendizado já foi aplicado para outros conteúdos em setembro e quais foram. Avaliar se foi feito ou haveria oportunidade em cheddar.</li></ul><p>&nbsp;</p><p>entrega até amanhã</p><p>&nbsp;</p><p>tks</p>', 'deadline': '2024-10-04 21:19:00', 'reason': 'adjustment', 'assignedTo': [52938], 'assignedUsers': [{'id': 52938, 'firstName': 'FERNANDA', 'lastName': 'NOVELINE', 'picture': 'c-3898-257835140763.png', 'remainingHours': 100, 'roleId': 4, 'email': 'fernanda.silva@dm9.com.br'}], 'isEdition': False, 'attachments': '[]'}, 'company_id': 3898, 'created_at': '2024-10-03 21:19:29', 'updated_at': '2024-10-03 21:19:29', 'deleted_at': None, 'reason': 'adjustment', 'deadline': '2024-10-04T21:19:00.000Z', 'attachments': []}]"
20,7142349,WHI_0006_2024 / PORTAS / GESTÃO,462310,,finalizada,,"{'id': 462310, 'name': 'PORTAS', 'client_id': 58364, 'client': {'id': 58364, 'name': 'WHIRLPOOL', 'client_status_id': 1}}",[],[],[]
21,7503237,OFF PROMO_PRODUÇAO CRIATIVA,489994,7426864.0,nueva,"{'id': 7426864, 'title': 'CRO0046/2024_OFF PROMO'}","{'id': 489994, 'name': 'OFF PROMO', 'client_id': 58411, 'client': {'id': 58411, 'name': 'CLARO', 'client_status_id': 1}}",[],[],[]
22,6966131,iFood_INSTITUCIONAL_Gestão da Conta,437599,,en_proceso,,"{'id': 437599, 'name': 'INSTITUCIONAL', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
23,7885768,Semanal executiva DM9 + iFood _08/10,437599,7078345.0,finalizada,"{'id': 7078345, 'title': 'IFO0009/2024_IFOOD_INSTITUCIONAL_Executiva'}","{'id': 437599, 'name': 'INSTITUCIONAL', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
24,7855426,RIR24_ProduçãoVídeoCase,469687,,finalizada,,"{'id': 469687, 'name': 'ROCK IN RIO', 'client_id': 58231, 'client': {'id': 58231, 'name': 'IFOOD', 'client_status_id': 1}}",[],[],[]
25,7881481,LICENÇA PATERNIDADE - CLEBER PARADELA,443398,,en_proceso,,"{'id': 443398, 'name': 'LICENÇAS', 'client_id': 58404, 'client': {'id': 58404, 'name': 'DM9', 'client_status_id': 1}}",[],[],[]
26,7334130,UNI_0001 / REXONA CLINICAL / GESTÃO,488595,,en_proceso,,"{'id': 488595, 'name': 'REXONA CLINICAL - SUPERSWEATERS', 'client_id': 66547, 'client': {'id': 66547, 'name': 'UNILEVER', 'client_status_id': 1}}",[],[],[]
27,7914831,UNI_0001 / REXONA CLINICAL / BRINO,488595,,en_proceso,,"{'id': 488595, 'name': 'REXONA CLINICAL - SUPERSWEATERS', 'client_id': 66547, 'client': {'id': 66547, 'name': 'UNILEVER', 'client_status_id': 1}}",[],[],[]
